ax ay az gx gy gz
596 688 -16928 -601 273 132
560 912 -16932 -567 257 54
572 636 -16960 -556 218 60
412 548 -16884 -600 222 32
476 880 -16900 -550 248 17
380 896 -16928 -546 246 77
376 500 -16952 -590 250 55
416 644 -16980 -599 242 65
500 816 -16952 -572 271 98
508 628 -17028 -594 248 86
464 572 -16968 -614 242 98
456 744 -16980 -631 265 79
592 824 -16964 -554 303 73
612 660 -17064 -553 253 69
804 640 -16940 -586 236 82
360 772 -16988 -579 242 96
716 852 -16764 -582 256 84
520 708 -17044 -586 276 103
780 756 -16872 -613 251 98
608 784 -17052 -564 203 130
672 736 -16880 -588 233 89
408 620 -16748 -563 235 86
408 640 -16716 -585 266 72
552 792 -17036 -574 285 97
548 608 -17056 -574 244 22
544 636 -17012 -590 234 8
520 840 -16792 -616 265 47
500 792 -16852 -547 268 45
244 616 -17092 -565 285 110
980 828 -16900 -609 278 51
320 664 -17196 -575 258 115
928 904 -16920 -523 236 102
396 408 -16972 -578 217 57
612 684 -16744 -579 262 120
528 812 -16872 -567 245 82
684 620 -16928 -566 226 74
520 496 -17140 -591 219 84
488 768 -16804 -587 234 73
204 756 -16900 -553 235 90
280 576 -16744 -586 292 125
308 584 -16932 -594 303 136
580 860 -16956 -557 262 137
516 660 -16984 -568 251 145
464 520 -16984 -579 265 99
480 808 -16908 -645 268 55
560 852 -16904 -579 279 69
752 700 -17032 -563 284 29
752 728 -17024 -582 254 15
552 956 -17064 -553 237 20
704 904 -16808 -608 217 81
336 644 -17084 -572 288 66
796 848 -16828 -597 241 110
468 712 -17020 -566 242 52
680 740 -16888 -608 248 121
412 616 -17008 -583 226 120
584 596 -16896 -581 255 84
468 624 -16932 -552 262 104
516 652 -16904 -590 260 94
412 572 -16992 -563 241 47
484 616 -16840 -578 273 63
468 732 -16904 -570 311 105
760 688 -16980 -558 262 32
732 568 -16988 -592 252 62
352 688 -16932 -594 251 48
600 840 -16912 -489 267 54
756 560 -16912 -549 207 40
564 652 -16924 -593 226 128
412 672 -16880 -596 235 107
504 684 -16868 -544 263 89
580 628 -16904 -572 237 84
444 564 -16948 -596 256 119
536 764 -16932 -601 261 80
516 536 -16900 -568 219 76
384 504 -16920 -613 240 86
440 828 -16972 -600 266 88
636 672 -16940 -584 226 62
512 652 -16956 -581 251 75
604 696 -16828 -596 257 98
484 840 -16912 -571 265 88
740 820 -16892 -591 254 101
772 764 -17072 -587 256 101
788 952 -17028 -603 229 104
572 860 -17016 -587 244 107
612 840 -17060 -551 248 87
556 716 -17004 -593 235 67
452 872 -16940 -588 263 125
596 776 -16860 -571 232 62
404 544 -16916 -551 248 62
692 704 -16916 -588 180 41
200 452 -16864 -576 261 31
476 724 -16888 -575 288 41
380 572 -16956 -613 296 36
568 692 -17060 -539 262 40
548 624 -17108 -584 233 76
572 552 -16856 -596 205 9
416 660 -16884 -593 249 109
504 600 -16940 -607 317 77
748 728 -17044 -586 267 84
740 740 -17156 -544 226 102
672 776 -16984 -569 215 99
496 728 -16912 -598 207 132
408 780 -16736 -564 261 173
508 860 -16904 -581 270 171
644 924 -17068 -567 268 184
612 840 -17012 -551 219 170
456 828 -16872 -613 215 160
336 780 -16732 -564 253 134
456 756 -16952 -561 329 88
608 708 -17012 -591 272 57
616 688 -16996 -601 248 -8
568 680 -16888 -539 237 -52
420 668 -16848 -533 233 -63
356 616 -16864 -566 279 -95
516 528 -16940 -552 274 -45
568 616 -17044 -552 257 7
560 600 -17024 -550 259 21
464 548 -16864 -610 248 101
436 528 -16780 -590 234 106
416 524 -16864 -570 224 107
552 576 -17064 -595 259 175
600 576 -17204 -590 228 110
568 604 -17004 -606 230 121
464 652 -16896 -587 261 176
512 716 -16828 -573 271 115
592 704 -17028 -569 264 178
564 720 -16924 -593 249 146
532 780 -16928 -581 248 90
596 804 -16684 -590 256 125
72 880 -17220 -566 301 119
1472 1060 -16916 -538 257 76
296 60 -16916 -578 188 -4
540 872 -16776 -626 274 -26
584 924 -16728 -551 283 -39
696 532 -16884 -566 310 23
736 568 -17180 -609 224 30
768 848 -17160 -592 189 38
416 904 -16824 -551 178 77
132 636 -16696 -616 242 185
172 880 -17036 -605 305 253
556 1180 -17028 -526 274 288
380 868 -17084 -536 179 324
316 684 -16988 -574 180 308
216 928 -16676 -593 251 253
204 836 -16636 -589 327 175
616 732 -16888 -569 300 45
808 584 -17144 -612 307 -73
892 820 -16952 -547 209 -163
624 760 -16888 -594 251 -237
544 516 -16764 -593 320 -272
700 652 -16972 -568 339 -293
796 804 -17160 -519 305 -213
1232 580 -17064 -538 176 -176
596 244 -17100 -600 163 -81
496 612 -16652 -581 213 -22
356 412 -16888 -572 246 77
584 232 -16860 -589 309 121
636 240 -17104 -572 233 177
556 588 -16884 -591 178 225
260 568 -16924 -555 167 349
88 432 -16920 -570 273 444
276 752 -16872 -563 310 476
452 920 -17020 -570 272 510
512 876 -17176 -569 232 435
524 888 -16868 -610 213 373
468 1056 -16720 -579 271 231
608 1068 -16824 -572 309 102
848 980 -17100 -560 264 -26
880 928 -17088 -548 219 -149
772 1028 -17028 -550 213 -227
508 800 -16828 -559 249 -323
436 784 -16888 -570 318 -296
504 732 -16932 -557 326 -290
644 636 -16928 -547 274 -229
576 592 -17064 -586 238 -186
564 480 -16764 -615 211 -75
524 552 -16808 -552 259 -2
564 460 -16884 -576 301 81
608 416 -16948 -598 284 103
776 512 -17032 -596 268 170
644 472 -17072 -598 213 210
528 584 -16872 -597 263 258
324 592 -16896 -602 284 329
464 764 -16952 -596 275 392
460 888 -17104 -594 247 393
600 852 -16968 -604 206 366
360 904 -16944 -573 221 335
440 1072 -16796 -602 252 239
360 868 -16836 -589 275 157
676 784 -16864 -597 274 31
600 920 -16892 -615 267 -111
756 864 -16964 -600 244 -168
480 516 -16836 -553 255 -284
508 544 -16924 -579 248 -293
536 532 -16940 -555 243 -318
548 464 -16932 -554 250 -287
496 400 -17068 -606 245 -243
436 420 -16976 -563 232 -142
396 440 -16832 -587 280 -91
472 380 -16912 -561 298 42
512 432 -16888 -613 272 147
652 552 -16888 -567 237 223
492 612 -16944 -584 251 353
504 688 -16808 -568 253 472
520 776 -16924 -576 289 534
648 852 -16908 -572 284 574
768 892 -16960 -616 231 549
676 996 -16920 -586 230 488
652 1088 -16992 -596 215 360
628 1156 -16772 -589 260 316
708 1008 -16888 -559 234 149
740 1096 -17068 -572 297 -35
704 1052 -16952 -580 197 -104
480 924 -16932 -591 212 -278
308 716 -16884 -581 252 -323
328 692 -16976 -559 260 -348
428 408 -16904 -597 281 -382
340 356 -16928 -593 248 -370
364 400 -16920 -577 246 -253
232 268 -16972 -591 272 -221
344 280 -16900 -574 251 -138
396 256 -16976 -567 289 -27
540 352 -16964 -571 297 106
552 316 -16964 -561 259 218
632 456 -16928 -599 301 237
624 668 -16888 -580 304 336
840 668 -16924 -565 259 398
836 764 -16976 -587 235 466
864 800 -16956 -556 251 467
724 952 -17012 -615 216 501
784 1044 -17036 -582 238 454
756 1064 -16992 -563 176 489
604 1044 -16888 -589 202 388
436 1184 -16820 -566 204 270
304 1132 -16712 -629 244 187
572 964 -16824 -597 238 47
348 968 -17092 -600 295 -66
680 1168 -17024 -534 245 -154
368 736 -17016 -558 242 -236
348 540 -16824 -563 266 -263
296 756 -16924 -599 280 -268
360 636 -16900 -518 319 -272
396 408 -17028 -542 279 -224
492 404 -17044 -640 234 -180
464 616 -17020 -566 226 -114
416 516 -16884 -577 250 -15
444 360 -16864 -574 292 14
764 488 -16952 -566 308 83
812 480 -17032 -578 285 131
672 448 -17104 -569 270 123
896 432 -16928 -577 198 182
472 528 -16924 -566 240 193
656 660 -16808 -571 271 299
628 608 -16996 -561 265 253
796 616 -16980 -591 208 286
540 748 -17140 -594 180 306
304 940 -16980 -572 194 349
304 804 -16848 -594 213 373
284 788 -16880 -597 247 312
416 992 -16964 -603 279 253
596 940 -16996 -544 215 213
512 844 -16980 -595 233 99
412 900 -16912 -592 266 -15
500 944 -16876 -540 314 -58
632 856 -16896 -590 299 -124
724 768 -17028 -569 283 -245
720 828 -17088 -589 213 -232
660 796 -16888 -569 226 -236
596 636 -16844 -615 249 -159
500 584 -16928 -585 283 -101
468 644 -17064 -582 275 -20
560 476 -17064 -561 259 6
532 408 -16860 -590 237 84
400 540 -16836 -593 225 121
428 512 -16808 -579 280 167
500 512 -17024 -546 241 209
608 544 -16948 -558 264 260
632 728 -16992 -586 245 247
648 756 -17012 -589 258 281
636 748 -17016 -582 254 238
680 788 -17004 -594 261 239
720 884 -16896 -574 233 191
532 828 -16904 -575 260 159
692 928 -16988 -548 228 72
512 764 -16888 -584 232 49
424 804 -16980 -613 243 17
548 732 -16780 -583 218 -63
-60 644 -17036 -611 279 -30
620 932 -16852 -557 281 -35
376 556 -17048 -553 240 -34
504 684 -16904 -582 250 61
412 720 -16924 -604 254 39
460 792 -16792 -593 286 119
548 644 -16976 -568 263 141
668 636 -17024 -562 255 60
724 692 -17196 -587 198 112
764 780 -17036 -554 229 70
548 472 -16960 -604 240 103
640 664 -16884 -585 250 96
556 744 -16920 -549 241 85
636 636 -17004 -586 232 54
620 652 -16888 -552 213 82
420 668 -16948 -580 214 45
400 696 -16872 -573 244 93
372 656 -16916 -573 294 43
444 604 -16904 -565 253 94
408 688 -17008 -554 226 93
376 648 -17012 -612 218 100
448 636 -16900 -565 264 86
404 744 -16888 -594 251 82
584 652 -17012 -577 264 64
672 704 -17040 -560 308 62
660 720 -16960 -603 246 50
624 828 -17024 -581 243 92
764 884 -16896 -607 265 68
728 724 -17024 -577 272 83
772 796 -16996 -605 269 57
872 868 -16960 -560 232 62
680 612 -16920 -582 201 31
668 564 -16904 -610 271 25
560 632 -16988 -591 230 28
544 676 -16956 -531 210 59
516 480 -16980 -597 220 77
460 548 -16952 -551 229 83
392 604 -16952 -545 243 115
352 604 -16820 -566 257 172
304 508 -16952 -597 282 177
532 688 -16852 -570 242 161
292 692 -17048 -591 290 154
492 772 -16828 -571 289 165
520 820 -17100 -544 304 141
960 820 -16920 -546 227 146
516 616 -16888 -570 245 120
636 940 -16824 -583 260 134
388 1064 -17092 -598 250 128
844 908 -17092 -562 259 91
732 744 -17020 -580 216 55
592 1048 -17020 -604 193 74
428 772 -16752 -572 196 63
316 536 -16888 -600 278 50
500 764 -17068 -589 265 2
648 692 -17064 -567 236 18
552 524 -17032 -590 210 -32
320 576 -16868 -576 234 -10
108 720 -16848 -562 304 -38
324 708 -16844 -560 328 41
468 572 -17104 -575 303 78
644 672 -17076 -609 262 104
652 700 -16932 -591 230 93
524 596 -16804 -562 261 108
492 500 -16948 -590 294 71
716 616 -17068 -635 291 71
808 564 -17104 -558 282 14
820 544 -17068 -561 232 4
556 500 -16944 -566 207 -29
448 620 -16764 -585 270 2
492 680 -16796 -557 290 50
608 584 -16912 -601 264 143
452 664 -17072 -606 242 161
648 972 -16988 -600 209 235
296 684 -16908 -594 180 257
292 760 -16888 -628 216 328
376 892 -16916 -586 275 325
456 884 -17000 -600 252 286
576 908 -16964 -586 221 236
408 796 -16992 -617 242 196
396 996 -16832 -579 271 101
488 772 -16936 -586 310 45
652 812 -17028 -581 305 -66
788 972 -16984 -566 263 -143
792 852 -17068 -549 275 -190
760 824 -16936 -571 281 -175
760 776 -16944 -605 229 -167
628 764 -17032 -589 266 -169
684 608 -17028 -570 234 -130
612 400 -17100 -599 212 -110
520 396 -16896 -608 210 -33
432 360 -16936 -575 202 19
376 360 -16852 -585 233 77
388 332 -16948 -608 275 118
312 412 -16952 -601 254 149
428 444 -16924 -566 240 226
440 500 -16828 -601 293 311
448 608 -17012 -599 244 339
432 752 -17028 -599 253 374
460 840 -17068 -603 284 378
548 844 -16956 -590 260 385
564 988 -16964 -583 260 315
648 976 -16972 -570 267 220
616 936 -16988 -608 251 145
716 976 -16872 -596 258 43
656 932 -16904 -563 263 -52
648 904 -16972 -608 273 -175
640 840 -17028 -604 238 -223
600 828 -17024 -534 265 -203
588 816 -16956 -600 222 -225
608 696 -16988 -616 240 -162
532 612 -17052 -588 247 -61
528 616 -16848 -599 236 -5
528 560 -17004 -586 239 22
468 496 -17076 -563 253 98
524 520 -17076 -599 225 137
540 492 -16972 -608 223 183
488 508 -17000 -594 243 249
492 564 -16952 -580 257 255
520 588 -16956 -558 233 275
612 656 -16976 -557 259 245
512 712 -16872 -566 230 200
580 820 -16932 -582 246 185
532 796 -16956 -570 275 157
504 792 -17004 -581 274 113
576 740 -17008 -617 221 105
520 772 -16892 -606 242 18
516 772 -16988 -573 247 5
504 788 -16968 -556 250 -44
520 752 -16968 -547 263 -8
544 792 -16992 -553 293 -1
524 660 -17000 -574 275 -20
564 696 -16888 -585 252 -6
532 612 -16968 -585 255 30
548 696 -16968 -604 259 74
572 572 -16912 -549 265 87
512 656 -16960 -571 235 101
552 632 -16964 -581 267 138
584 668 -16972 -594 262 149
540 640 -16940 -589 248 151
572 660 -16980 -628 256 128
508 708 -17072 -598 262 137
556 772 -16940 -598 255 167
580 744 -17092 -550 242 141
508 764 -16960 -530 244 113
496 840 -17004 -571 239 127
532 820 -16928 -585 249 95
528 808 -16992 -635 255 119
540 732 -16892 -570 281 71
504 756 -16872 -601 253 51
576 752 -16952 -603 225 80
580 748 -16840 -570 283 20
568 700 -16936 -564 254 -40
684 636 -16896 -587 229 5
680 644 -16916 -565 237 -20
544 620 -16880 -605 222 16
568 548 -16960 -556 274 42
612 628 -16964 -545 256 56
536 656 -16972 -608 260 50
584 636 -17000 -611 267 113
444 548 -16972 -555 241 153
444 656 -16932 -553 235 205
488 604 -16988 -581 239 169
440 720 -17020 -610 267 269
428 716 -16904 -600 235 240
436 768 -16908 -587 257 239
532 792 -16928 -596 223 215
468 836 -17000 -557 283 151
632 840 -16960 -629 269 86
620 880 -16932 -587 263 24
612 840 -16964 -563 297 13
624 864 -17004 -590 264 -49
644 832 -16892 -608 242 -98
644 728 -16960 -556 262 -66
564 752 -16916 -570 215 -101
596 652 -16900 -595 248 -94
548 580 -16984 -579 256 -42
508 540 -17056 -580 224 -17
464 608 -17004 -571 254 68
436 508 -16920 -600 239 94
416 516 -16984 -570 273 159
440 600 -16936 -546 195 154
460 632 -16980 -567 258 212
524 652 -16848 -591 271 234
552 732 -16880 -593 263 272
652 796 -16916 -589 230 241
632 764 -16960 -551 238 198
652 808 -16960 -536 267 152
588 820 -16948 -591 252 80
608 776 -17040 -615 253 32
536 860 -16980 -605 254 48
596 760 -16932 -587 266 -6
532 748 -16800 -615 245 -28
472 732 -16952 -596 251 -53
488 720 -16876 -563 250 -54
544 680 -17004 -588 275 -37
540 668 -17064 -571 258 -41
492 564 -16928 -630 281 44
572 616 -16936 -582 253 49
540 596 -16952 -572 266 65
552 544 -16984 -594 268 109
536 628 -16924 -633 241 127
596 636 -16996 -530 242 169
592 616 -16876 -574 272 174
568 684 -17000 -587 253 139
532 712 -16936 -594 232 201
552 696 -16984 -583 253 146
552 744 -16948 -604 239 128
572 712 -16976 -589 257 72
584 768 -16880 -600 249 101
556 720 -16932 -566 258 53
500 788 -16948 -587 261 86
536 768 -16976 -572 255 21
516 672 -17024 -571 268 22
504 700 -16888 -590 250 34
508 728 -16868 -589 244 47
460 700 -16908 -573 244 34
480 744 -17000 -631 244 20
584 676 -16868 -555 251 78
580 620 -17008 -560 208 98
472 652 -17060 -556 222 114
536 644 -16956 -581 214 111
596 680 -16972 -583 260 125
560 732 -16908 -568 221 112
580 768 -16836 -595 269 136
516 704 -17012 -623 232 90
532 712 -16976 -621 286 106
564 708 -17060 -597 239 98
532 700 -16968 -615 260 64
564 688 -16968 -602 226 59
540 720 -16952 -594 254 10
508 708 -16988 -530 239 47
540 668 -16908 -606 260 35
584 720 -16924 -614 241 40
544 644 -16924 -585 267 47
552 536 -17012 -587 241 64
536 628 -16996 -531 247 70
504 596 -16944 -572 274 78
556 644 -16992 -552 232 71
540 620 -16956 -546 269 72
596 676 -16956 -548 252 116
568 692 -16996 -586 262 102
564 732 -16892 -569 250 112
568 708 -16904 -565 259 95
528 700 -16880 -588 308 118
552 776 -16932 -589 249 108
536 764 -17084 -589 243 115
584 772 -16936 -585 241 108
544 768 -16812 -572 253 75
564 740 -17028 -613 261 64
472 760 -17036 -577 219 64
480 716 -16972 -585 236 55
508 752 -16988 -573 245 52
488 752 -16840 -579 239 20
496 708 -16960 -548 242 60
516 672 -16824 -558 233 57
532 676 -16896 -553 235 86
544 664 -16960 -581 232 84
652 712 -17004 -561 255 64
556 668 -16924 -593 260 74
572 704 -16844 -600 238 87
616 724 -16944 -565 253 102
560 660 -16920 -582 262 90
612 740 -17024 -590 266 132
560 732 -17052 -581 258 62
532 620 -16868 -602 238 106
512 672 -16924 -593 238 73
552 684 -16956 -529 232 88
508 752 -17104 -558 221 70
492 720 -16928 -576 280 74
540 628 -17064 -622 242 91
492 628 -16956 -591 249 68
524 676 -17080 -579 227 63
476 712 -16928 -620 258 86
540 656 -16988 -601 268 77
532 672 -16976 -569 266 85
544 676 -16920 -590 234 91
524 724 -16864 -620 268 84
576 716 -16972 -600 239 53
580 696 -16952 -573 244 66
580 664 -16948 -567 246 75
520 776 -16928 -577 231 88
560 584 -16960 -611 232 90
528 652 -16972 -581 239 72
508 576 -16964 -599 242 36
424 596 -16992 -594 239 22
388 552 -16852 -568 229 100
308 640 -16944 -578 266 26
508 716 -17064 -588 279 32
460 664 -16988 -597 289 38
484 728 -16956 -565 290 131
532 760 -16984 -517 272 154
644 852 -16976 -608 283 145
668 852 -17088 -592 232 182
748 860 -16916 -576 232 164
832 848 -16960 -602 236 167
724 804 -16936 -606 228 99
632 776 -16960 -538 214 55
680 756 -16908 -604 243 81
532 728 -16940 -625 218 21
460 756 -16984 -583 228 -10
316 744 -16928 -623 224 35
300 708 -16996 -580 294 28
344 684 -16964 -615 278 46
448 604 -16900 -572 276 63
468 588 -16932 -597 277 62
532 620 -16904 -610 282 48
552 652 -17004 -581 259 43
644 608 -16996 -595 265 46
596 684 -16868 -548 240 32
696 692 -16924 -598 237 29
724 596 -17012 -628 235 26
652 660 -16968 -584 250 42
600 700 -17000 -552 245 56
436 636 -16924 -585 230 87
480 696 -16928 -584 234 117
452 688 -16960 -606 244 144
424 668 -16988 -591 248 164
468 696 -16948 -599 254 186
456 764 -16980 -553 271 194
532 780 -16980 -564 241 152
592 716 -16804 -580 257 163
584 876 -17052 -567 242 106
680 788 -16972 -582 248 64
672 860 -16936 -555 256 20
648 816 -16848 -610 257 0
636 800 -16984 -590 253 -15
600 764 -17048 -580 256 -5
496 724 -16904 -614 261 -60
440 704 -17084 -597 258 -13
428 600 -16928 -606 244 6
468 600 -16892 -575 266 33
412 644 -16968 -580 242 19
456 572 -16972 -563 256 73
564 612 -16976 -554 251 100
564 616 -16992 -565 242 118
544 604 -16952 -598 252 151
588 712 -16896 -585 270 132
600 696 -16960 -621 235 196
568 696 -16940 -609 259 153
616 704 -16888 -567 238 153
540 768 -16828 -562 237 136
516 744 -16984 -573 248 103
564 720 -16944 -575 235 67
572 688 -16956 -562 236 91
496 732 -16956 -577 253 51
452 696 -16984 -599 261 41
524 728 -16908 -559 242 28
504 724 -17044 -613 254 44
532 696 -16960 -579 253 32
520 716 -16972 -585 224 48
564 672 -17012 -568 250 90
648 656 -16920 -604 247 82
612 668 -16920 -595 257 83
580 596 -16936 -586 234 105
544 656 -16888 -595 238 69
576 712 -17048 -565 223 109
500 668 -16932 -593 214 134
488 616 -16932 -604 266 101
520 696 -16900 -575 251 88
464 712 -16852 -608 227 122
492 700 -16944 -599 280 108
484 760 -16920 -592 260 99
528 776 -16980 -550 290 101
560 700 -17032 -554 257 89
568 680 -16976 -561 275 73
652 684 -16900 -606 252 58
600 728 -16840 -607 262 42
528 696 -16972 -562 260 15
472 724 -16972 -630 232 56
548 688 -16968 -558 251 73
580 720 -16940 -591 256 30
532 716 -16868 -616 248 78
512 704 -16892 -595 254 71
556 708 -16888 -610 261 115
500 660 -16972 -581 268 89
564 696 -16924 -584 272 101
508 688 -16868 -567 262 104
568 728 -16904 -572 259 90
576 716 -16936 -597 269 80
656 708 -17028 -588 269 82
568 744 -16868 -546 227 107
532 744 -17008 -590 272 139
488 728 -16856 -585 249 66
516 756 -17008 -576 270 77
560 784 -16908 -575 224 55
528 704 -16916 -566 261 73
572 664 -16972 -591 237 113
496 732 -16924 -552 260 70
512 676 -16844 -565 276 57
600 720 -16968 -581 283 36
588 772 -16924 -556 289 60
480 744 -17036 -581 256 71
604 708 -17108 -586 236 61
560 660 -16932 -575 254 57
604 740 -16832 -591 212 75
544 668 -17008 -547 253 80
564 640 -16900 -575 270 90
536 728 -17028 -606 248 119
484 696 -16984 -596 226 72
568 660 -16952 -598 269 82
504 688 -17024 -595 248 94
468 760 -16964 -499 242 102
528 640 -16832 -614 289 105
488 732 -16880 -590 251 83
568 700 -16980 -601 243 107
564 740 -17044 -612 263 68
592 684 -17004 -575 242 75
544 732 -16884 -569 269 86
576 728 -16888 -556 260 78
600 724 -16960 -606 258 108
576 660 -16968 -613 255 81
580 656 -16824 -591 251 67
580 668 -16904 -572 226 49
560 692 -17028 -557 229 73
520 688 -16952 -574 246 75
588 716 -17044 -598 280 77
536 740 -16972 -575 227 82
528 716 -16916 -599 261 68
540 684 -16928 -602 250 61
536 696 -16976 -602 269 60
576 692 -17020 -590 281 72
588 708 -17004 -547 229 62
472 720 -16944 -607 256 85
552 636 -16836 -573 253 90
508 652 -16900 -561 249 101
484 744 -16912 -606 222 89
504 772 -16984 -609 259 86
584 692 -16980 -614 298 91
500 764 -16928 -560 273 72
476 664 -16964 -603 267 55
564 664 -16948 -565 262 63
564 640 -16984 -578 264 52
524 708 -16996 -520 259 77
528 628 -16848 -580 265 101
576 660 -17012 -570 250 53
588 708 -16904 -569 231 50
520 696 -17036 -590 254 55
508 688 -16888 -575 241 104
524 636 -16912 -610 252 109
504 700 -16848 -605 280 108
528 708 -17048 -611 212 111
508 768 -16904 -506 228 110
576 740 -16932 -587 259 120
580 704 -16884 -596 255 125
476 704 -17032 -567 245 112
556 712 -16984 -565 253 59
616 760 -17000 -574 274 59
532 728 -17052 -569 232 92
592 752 -16824 -606 242 55
544 772 -16856 -579 242 65
596 708 -16996 -562 240 70
528 700 -16900 -579 259 30
540 664 -16856 -570 222 69
516 752 -16968 -624 261 64
556 676 -16960 -614 228 81
512 628 -17012 -607 265 80
524 652 -17000 -606 260 77
508 652 -16884 -617 230 78
488 692 -16756 -616 252 76
484 676 -16932 -557 248 114
568 640 -16908 -544 259 121
492 628 -17020 -607 258 141
612 700 -16792 -598 214 128
568 708 -16868 -559 294 122
584 708 -16944 -592 247 134
488 768 -17068 -588 269 140
584 792 -16784 -569 242 78
516 708 -16968 -592 243 90
504 720 -16928 -555 234 72
588 696 -16984 -580 262 39
596 728 -17032 -584 282 48
564 652 -16968 -545 248 30
520 712 -17052 -611 237 63
536 748 -17024 -578 242 24
604 688 -16940 -574 269 82
560 672 -16888 -587 245 57
536 704 -17012 -609 266 99
488 660 -16936 -618 227 109
492 656 -16904 -571 225 103
508 684 -17008 -595 262 117
512 676 -16964 -585 249 97
524 576 -16944 -559 241 123
480 668 -16888 -542 249 135
520 736 -16940 -601 270 103
520 756 -16996 -588 265 93
584 700 -17008 -592 257 69
520 748 -16968 -590 220 82
544 716 -16928 -651 257 47
580 768 -17000 -610 249 75
608 716 -16976 -564 250 57
504 716 -16916 -596 257 60
592 660 -17028 -603 248 25
524 608 -16948 -603 254 40
564 664 -16908 -593 241 68
584 668 -16904 -573 260 66
532 644 -17028 -564 272 93
588 724 -16932 -580 261 108
556 604 -17008 -531 247 128
500 740 -16988 -556 245 95
576 688 -17044 -588 281 123
628 668 -16880 -560 253 73
664 756 -16916 -544 239 86
540 820 -17028 -584 248 101
560 732 -16980 -563 213 64
488 656 -16968 -611 247 105
444 704 -17008 -572 252 74
364 716 -16904 -615 267 91
428 688 -16904 -560 272 86
436 604 -16912 -616 294 69
544 620 -16984 -604 282 79
620 636 -17092 -563 284 22
584 688 -16988 -602 273 55
560 632 -16940 -574 218 52
488 740 -16980 -599 275 36
488 760 -16992 -590 279 65
516 716 -16972 -598 278 107
552 712 -17020 -615 237 82
516 616 -16912 -575 253 105
564 532 -16880 -616 277 193
648 268 -16892 -677 306 652
872 580 -16964 -717 287 1255
1284 452 -17360 -610 244 2146
1780 -1236 -17412 -761 93 2725
1180 356 -16832 -857 46 3345
2776 632 -17784 -696 -179 3738
-260 68 -16608 -545 -268 3865
-476 -304 -15740 -649 124 4027
700 360 -16756 -709 311 4055
896 1400 -17564 -618 154 3804
1692 692 -17480 -547 -80 3691
656 1100 -17400 -658 -302 3277
80 1652 -16848 -616 -306 2812
-744 1456 -16372 -489 -135 2100
-836 1156 -16364 -523 131 1304
-1156 2156 -16000 -361 444 463
-1020 1820 -15996 -131 765 -351
-1512 1144 -16348 -26 1108 -1221
580 324 -15912 -95 1360 -1660
1292 -384 -18816 -445 1070 -2076
3276 -332 -19108 -654 144 -1988
-312 2376 -17416 -449 -279 -1833
-1992 1048 -14904 -303 208 -1687
-1140 -76 -15964 -567 844 -1657
1576 1360 -17412 -719 884 -1225
2176 2204 -18272 -539 433 -762
1912 800 -17500 -458 109 -354
784 -228 -16616 -597 140 -213
848 1044 -16476 -715 311 -150
1400 1760 -17140 -581 392 -83
1976 -124 -17716 -504 132 -7
1248 -4 -17472 -612 -72 -73
4 492 -16724 -534 -82 -908
-900 -560 -15644 -752 285 -759
-92 1352 -17040 -558 459 -513
852 -48 -17508 -521 272 -43
248 476 -16872 -533 110 240
-224 572 -16380 -547 339 569
752 468 -16800 -615 479 635
1868 1144 -17612 -603 333 704
1708 788 -17620 -595 103 740
600 608 -16772 -617 37 610
152 860 -16512 -559 150 581
456 508 -17036 -545 240 476
300 448 -17028 -647 181 480
172 1032 -16804 -555 201 638
128 256 -17064 -565 250 760
568 372 -16932 -606 312 858
660 596 -16972 -609 302 929
940 528 -17140 -598 235 943
756 560 -16832 -609 219 945
692 488 -16956 -566 237 902
504 484 -16924 -610 246 843
436 848 -16876 -589 272 894
380 496 -16940 -582 261 882
464 352 -16904 -558 225 873
416 888 -16984 -622 254 833
284 828 -16944 -593 266 817
476 884 -16916 -615 291 695
524 1068 -17056 -596 251 575
576 1084 -17004 -598 228 419
460 1036 -16816 -594 279 248
536 1012 -16980 -582 223 50
420 1040 -17012 -603 231 -157
264 920 -16896 -579 235 -366
112 772 -16812 -549 277 -511
116 552 -16816 -552 313 -703
188 664 -16940 -553 360 -728
444 812 -16980 -536 312 -797
548 768 -17016 -529 290 -780
568 924 -16892 -550 336 -800
388 1172 -17032 -520 346 -878
596 1260 -16924 -534 334 -956
568 1016 -17032 -594 292 -1074
756 1144 -16808 -553 296 -1212
540 1292 -16984 -560 286 -1338
896 1176 -17124 -534 242 -1483
432 892 -16796 -566 233 -1709
440 1264 -16804 -565 272 -1808
580 1004 -16956 -539 340 -1888
1652 -368 -16876 -645 149 -1739
-1188 4 -17712 -757 173 -2036
1644 3176 -15540 -547 295 -1887
-1308 -408 -17596 -545 441 -1565
3900 -956 -17148 -864 208 -1203
-1440 172 -19256 -1084 -98 -1603
1444 5780 -15080 -448 87 -1345
-2408 -1388 -17012 -272 429 -1001
2428 -1584 -16820 -999 316 -1280
1648 1012 -18156 -1392 27 -1245
468 4828 -16332 -556 0 -600
-1088 -1656 -16156 -164 321 -922
2008 -2700 -16484 -782 444 -896
744 412 -17496 -1035 320 -881
1644 2864 -16956 -525 245 -631
332 -372 -17132 -362 245 -564
1204 -1712 -16880 -582 315 -499
692 -448 -17192 -787 298 -379
1148 1204 -16916 -548 186 -46
148 -148 -17212 -487 175 203
740 -308 -16760 -591 252 324
328 416 -17036 -723 197 491
472 1688 -16860 -605 227 493
